adjustments_to_unobligated_cpe,agency_identifier,allocation_transfer_agency,availability_type_code,beginning_period_of_availa,borrowing_authority_amount_cpe,budget_authority_appropria_cpe,budget_authority_available_cpe,budget_authority_unobligat_fyb,contract_authority_amount_cpe,deobligations_recoveries_r_cpe,ending_period_of_availabil,gross_outlay_amount_by_tas_cpe,main_account_code,obligations_incurred_total_cpe,other_budgetary_resources_cpe,spending_authority_from_of_cpe,status_of_budgetary_resour_cpe,sub_account_code,unobligated_balance_cpe,tas,tas_with_sub,fiscal_year,period
0,69,X,X,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,069-0000-0000-X-1122,069-0000-0000-X-1122-000,2017,9
0,69,X,X,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,069-0000-0000-X-1123,069-0000-0000-X-1123-000,2017,9
0,69,X,X,0,0,0,0,0,0,0,0,0,1124,0,0,0,0,0,0,069-0000-0000-X-1124,069-0000-0000-X-1124-000,2017,9
708,69,X,X,0,0,0,708,0,0,9,0,-86,1125,0,0,0,708,0,708,069-0000-0000-X-1125,069-0000-0000-X-1125-000,2017,9
0,69,X,X,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,5,0,069-0000-0000-X-1127,069-0000-0000-X-1127-005,2017,9
0,69,X,X,0,0,0,11,11,0,0,0,0,1127,0,0,0,11,0,11,069-0000-0000-X-1127,069-0000-0000-X-1127-000,2017,9
5040,69,X,X,0,0,150000,170624,15584,0,40,0,-167380,1128,100813,0,0,170624,0,69811,069-0000-0000-X-1128,069-0000-0000-X-1128-000,2017,9
0,69,X,X,0,0,0,529,529,0,0,0,0,1129,0,0,0,529,5,529,069-0000-0000-X-1129,069-0000-0000-X-1129-005,2017,9
5000,69,X,X,0,0,0,50071,45071,0,2612,0,-16947,1129,166,0,0,50071,0,49905,069-0000-0000-X-1129,069-0000-0000-X-1129-000,2017,9
88,69,, ,2010,0,0,992,904,0,88,2012,-1037,1131,0,0,0,992,0,992,069-2010-2012- -1131,069-2010-2012- -1131-000,2017,9
104,69,, ,2011,0,0,705,601,0,104,2013,-7053,1131,0,0,0,705,0,705,069-2011-2013- -1131,069-2011-2013- -1131-000,2017,9
0,69,, ,2009,0,0,44,44,0,0,2012,0,1133,0,0,0,44,0,44,069-2009-2012- -1133,069-2009-2012- -1133-000,2017,9
300000,69,X,X,0,0,2412631,4558195,1845564,0,151662,0,-1407254,1134,600966,0,0,4558195,0,3957228,069-0000-0000-X-1134,069-0000-0000-X-1134-000,2017,9
0,69,X,X,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,069-0000-0000-X-1136,069-0000-0000-X-1136-000,2017,9
9026,69,X,X,0,0,0,51033,42032,0,3413,0,-32275,1137,13760,-24,-24,51033,0,37274,069-0000-0000-X-1137,069-0000-0000-X-1137-000,2017,9
84675,69,X,X,0,0,0,5117243,5031524,0,84675,0,-378434,1140,299089,1044,1044,5117243,0,4818154,069-0000-0000-X-1140,069-0000-0000-X-1140-000,2017,9
